time_s,voltage_mv
0,43.431457505
1.953125e-08,42.6029357986
3.90625e-08,41.7869415075
5.859375e-08,40.9836808651
7.8125e-08,40.1933553562
9.765625e-08,39.4161616154
1.171875e-07,38.652291328
1.3671875e-07,37.9019311352
1.5625e-07,37.1652625416
1.7578125e-07,36.4424618264
1.953125e-07,35.7336999584
2.1484375e-07,35.0391425136
2.34375e-07,34.3589495972
2.5390625e-07,33.6932757686
2.734375e-07,33.0422699702
2.9296875e-07,32.4060754599
3.125e-07,31.7848297474
3.3203125e-07,31.1786645339
3.515625e-07,30.5877056564
3.7109375e-07,30.0120730347
3.90625e-07,29.4518806233
4.1015625e-07,28.9072363665
4.296875e-07,28.3782421579
4.4921875e-07,27.8649938035
4.6875e-07,27.3675809887
4.8828125e-07,26.8860872499
5.078125e-07,26.4205899491
5.2734375e-07,25.9711602532
5.46875e-07,25.537863117
5.6640625e-07,25.1207572703
5.859375e-07,24.7198952089
6.0546875e-07,24.3353231893
6.25e-07,23.9670812279
6.4453125e-07,23.6152031038
6.640625e-07,23.279716365
6.8359375e-07,22.96064234
7.03125e-07,22.6579961513
7.2265625e-07,22.371786734
7.421875e-07,22.1020168582
7.6171875e-07,21.8486831543
7.8125e-07,21.611776143
8.0078125e-07,21.391280268
8.203125e-07,21.1871739332
8.3984375e-07,20.999429543
8.59375e-07,20.8280135459
8.7890625e-07,20.6728864823
8.984375e-07,20.5340030349
9.1796875e-07,20.4113120829
9.375e-07,20.3047567593
9.5703125e-07,20.2142745115
9.765625e-07,20.1397971652
9.9609375e-07,20.0812509905
1.015625e-06,20.0385567725
1.03515625e-06,20.0116298832
1.0546875e-06,20.0003803576
1.07421875e-06,20.0047129714
1.09375e-06,20.0245273224
1.11328125e-06,20.0597179136
1.1328125e-06,20.1101742394
1.15234375e-06,20.1757808741
1.171875e-06,20.2564175624
1.19140625e-06,20.3519593126
1.2109375e-06,20.4622764916
1.23046875e-06,20.5872349221
1.25e-06,20.7266959818
1.26953125e-06,20.8805167041
1.2890625e-06,21.0485498815
1.30859375e-06,21.2306441692
1.328125e-06,21.4266441918
1.34765625e-06,21.6363906505
1.3671875e-06,21.859720432
1.38671875e-06,22.0964667186
1.40625e-06,22.3464590996
1.42578125e-06,22.6095236838
1.4453125e-06,22.8854832128
1.46484375e-06,23.1741571753
1.484375e-06,23.4753619223
1.50390625e-06,23.7889107831
1.5234375e-06,24.1146141812
1.54296875e-06,24.4522797515
1.5625e-06,24.8017124578
1.58203125e-06,25.1627147101
1.6015625e-06,25.5350864827
1.62109375e-06,25.9186254321
1.640625e-06,26.3131270149
1.66015625e-06,26.7183846061
1.6796875e-06,27.1341896167
1.69921875e-06,27.5603316112
1.71875e-06,27.9965984251
1.73828125e-06,28.4427762816
