harmonic,frequency_hz,fft_amplitude_mv,theory_amplitude_mv,signed_theory_mv,cosine_coefficient_mv,sine_coefficient_mv,rms_mv,cosine_phase_deg
0,0.0,100.02143298724572,100.02143298724573,100.02143298724573,100.02143298724572,0.0,100.02143298724572,
1,50000.0,73.44373079272377,73.44373079272374,-73.44373079272374,4.9760591799123914e-12,-73.44373079272377,51.93256007917422,89.99999999999612
2,100000.0,43.1622588833906,43.16225888339061,43.16225888339061,43.1622588833906,5.858513674183996e-12,30.52032594777479,-7.776889264699572e-12
3,150000.0,28.12141379221729,28.121413792217286,-28.121413792217286,5.7343467155963655e-12,-28.12141379221729,19.88484238902975,89.99999999998832
4,200000.0,6.467131438647056,6.467131438647056,6.467131438647056,6.467131438647056,1.7443304764005658e-12,4.5729524950920455,-1.5453957495984496e-11
5,250000.0,2.3142101351840254,2.3142101351840094,-2.3142101351840094,7.901239066516786e-13,-2.3142101351840254,1.636393679679261,89.99999999998045
6,300000.0,0.33983062324666663,0.33983062324666524,0.33983062324666524,0.33983062324666663,1.3158807377067205e-13,0.24029653815256877,-2.218587951046166e-11
7,350000.0,0.08475696783664528,0.08475696783663328,-0.08475696783663328,4.2467311540001984e-14,-0.08475696783664528,0.059932226710101975,89.9999999999713
8,400000.0,0.009192327644066127,0.009192327644062413,0.009192327644062413,0.009192327644066127,1.4585554986012995e-15,0.0064999572120077185,-9.091176630262934e-12
9,450000.0,0.0017649251684350698,0.0017649251684261377,-0.0017649251684261377,2.125152673028086e-15,-0.0017649251684350698,0.0012479905548872473,89.999999999931
10,500000.0,0.00015202759215326232,0.0001520275921508933,0.0001520275921508933,0.00015202759215326232,-4.6422375898870145e-15,0.00010749974133903455,1.7495549171716685e-09
11,550000.0,2.375605183736855e-05,2.3756051829426738e-05,-2.3756051829426738e-05,4.741847390951308e-15,-2.375605183736855e-05,1.679806534842244e-05,89.99999998856343
12,600000.0,1.6984634002658374e-06,1.6984633989187638e-06,1.6984633989187638e-06,1.6984634002658374e-06,-6.571617524921181e-15,1.2009949879251348e-06,2.216862304440939e-07
13,650000.0,2.2388135683039504e-07,2.2388135471848072e-07,-2.2388135471848072e-07,7.498564254143425e-15,-2.2388135683039493e-07,1.583080255960175e-07,89.99999808096534
14,700000.0,1.3686609755243208e-08,1.3686612174998715e-08,1.3686612174998715e-08,1.36866097552412e-08,-7.414587556610682e-15,9.677894569386425e-09,3.103943061292326e-05
15,750000.0,1.5604853127335743e-09,1.560488752012664e-09,-1.560488752012664e-09,7.499973759577506e-15,-1.5604853127155513e-09,1.1034297465759207e-09,89.99972462615357
16,800000.0,8.334227552510035e-11,8.33401359017455e-11,8.33401359017455e-11,8.334227552453648e-11,3.06574977402744e-16,5.893188818331609e-11,
17,850000.0,8.379716576477315e-12,8.373151245446079e-12,-8.373151245446079e-12,4.177494084662824e-15,-8.379715535185659e-12,5.92535441564843e-12,
18,900000.0,3.9290796286819753e-13,3.9705580744234443e-13,3.9705580744234443e-13,3.9287689668082265e-13,4.940783306633223e-15,2.7782788492629465e-13,
19,950000.0,4.269687970071663e-14,3.565968822387705e-14,-3.565968822387705e-14,2.6721971281032313e-15,-4.2613177523930607e-14,3.0191253171882975e-14,
20,1000000.0,2.2125639505819595e-15,1.520681579228673e-15,1.520681579228673e-15,-2.1793691783049678e-15,3.818235457239087e-16,1.5645189732654008e-15,
21,1050000.0,3.996552186128969e-15,1.23481716158339e-16,-1.23481716158339e-16,-1.1729936807921367e-15,-3.8205386009401816e-15,2.825989152177715e-15,
22,1100000.0,4.558699486287781e-15,4.784257552022667e-18,4.784257552022667e-18,1.6575604046114055e-15,-4.246673346437768e-15,3.2234873201457207e-15,
23,1150000.0,5.8844642574051274e-15,3.545252318778275e-19,-3.545252318778275e-19,-1.4371048184079238e-15,-5.70628156837596e-15,4.160944580061027e-15,
24,1200000.0,4.5568445418391354e-15,1.2585624298884915e-20,1.2585624298884915e-20,-1.6662132501144826e-15,-4.241292914151539e-15,3.222175676347359e-15,
25,1250000.0,1.0067118683877049e-14,8.576747660733543e-22,-8.576747660733543e-22,3.210542897427878e-15,-9.541451299411518e-15,7.118527888379253e-15,
26,1300000.0,9.398996214492735e-15,2.8095400429873187e-23,2.8095400429873187e-23,-4.862429249588909e-15,-8.043501204872851e-15,6.6460939596145026e-15,
27,1350000.0,9.562667892877855e-15,1.7722426903484338e-24,-1.7722426903484338e-24,2.3829970344974735e-15,-9.260990355413036e-15,6.761827313288804e-15,
28,1400000.0,1.2665643964167875e-15,5.389262740580707e-26,5.389262740580707e-26,4.973671170073012e-16,-1.1648224419157053e-15,8.95596273515757e-16,
29,1450000.0,9.282688958591632e-15,3.1642717962655657e-27,-3.1642717962655657e-27,4.3759745803577705e-15,-8.186523118761812e-15,6.563852310265633e-15,
30,1500000.0,7.2275898079976e-15,8.978798108599537e-29,8.978798108599537e-29,6.218332417768695e-15,3.6838018913613855e-15,5.110677764869879e-15,
