time_s,voltage_mv
0,150
1.953125e-08,148.951568723
3.90625e-08,147.892526723
5.859375e-08,146.823146053
7.8125e-08,145.743702497
9.765625e-08,144.654475422
1.171875e-07,143.555747637
1.3671875e-07,142.447805244
1.5625e-07,141.330937492
1.7578125e-07,140.205436623
1.953125e-07,139.071597725
2.1484375e-07,137.929718571
2.34375e-07,136.780099471
2.5390625e-07,135.623043109
2.734375e-07,134.458854388
2.9296875e-07,133.287840273
3.125e-07,132.110309624
3.3203125e-07,130.926573043
3.515625e-07,129.736942705
3.7109375e-07,128.5417322
3.90625e-07,127.341256369
4.1015625e-07,126.135831138
4.296875e-07,124.925773359
4.4921875e-07,123.711400641
4.6875e-07,122.49303119
4.8828125e-07,121.270983643
5.078125e-07,120.045576905
5.2734375e-07,118.817129989
5.46875e-07,117.585961846
5.6640625e-07,116.35239121
5.859375e-07,115.116736436
6.0546875e-07,113.879315334
6.25e-07,112.640445015
6.4453125e-07,111.400441732
6.640625e-07,110.15962072
6.8359375e-07,108.918296044
7.03125e-07,107.67678044
7.2265625e-07,106.435385167
7.421875e-07,105.194419854
7.6171875e-07,103.954192347
7.8125e-07,102.715008568
8.0078125e-07,101.477172366
8.203125e-07,100.240985372
8.3984375e-07,99.0067468612
8.59375e-07,97.7747536111
8.7890625e-07,96.5452997668
8.984375e-07,95.3186767061
9.1796875e-07,94.0951729077
9.375e-07,92.8750738222
9.5703125e-07,91.6586617463
9.765625e-07,90.4462156988
9.9609375e-07,89.2380112998
1.015625e-06,88.0343206537
1.03515625e-06,86.8354122338
1.0546875e-06,85.6415507706
1.07421875e-06,84.452997144
1.09375e-06,83.2700082771
1.11328125e-06,82.0928370345
1.1328125e-06,80.9217321237
1.15234375e-06,79.756937999
1.171875e-06,78.59869477
1.19140625e-06,77.4472381128
1.2109375e-06,76.3027991846
1.23046875e-06,75.1656045421
1.25e-06,74.0358760635
1.26953125e-06,72.9138308738
1.2890625e-06,71.7996812737
1.30859375e-06,70.6936346724
1.328125e-06,69.5958935236
1.34765625e-06,68.5066552655
1.3671875e-06,67.4261122643
1.38671875e-06,66.3544517611
1.40625e-06,65.2918558231
1.42578125e-06,64.2385012978
1.4453125e-06,63.1945597712
1.46484375e-06,62.1601975297
1.484375e-06,61.135575525
1.50390625e-06,60.120849344
1.5234375e-06,59.1161691806
1.54296875e-06,58.1216798125
1.5625e-06,57.1375205807
1.58203125e-06,56.163825373
1.6015625e-06,55.2007226108
1.62109375e-06,54.2483352396
1.640625e-06,53.3067807225
1.66015625e-06,52.3761710379
1.6796875e-06,51.4566126798
1.69921875e-06,50.5482066618
1.71875e-06,49.6510485242
1.73828125e-06,48.765228345
1.7578125e-06,47.8908307531
1.77734375e-06,47.0279349455
1.796875e-06,46.1766147071
1.81640625e-06,45.3369384335
1.8359375e-06,44.5089691576
1.85546875e-06,43.6927645781
1.875e-06,42.8883770912
1.89453125e-06,42.0958538258
1.9140625e-06,41.31523668
1.93359375e-06,40.5465623622
1.953125e-06,39.7898624329
1.97265625e-06,39.0451633503
1.9921875e-06,38.3124865182
2.01171875e-06,37.5918483356
2.03125e-06,36.8832602498
2.05078125e-06,36.1867288107
2.0703125e-06,35.5022557278
2.08984375e-06,34.8298379294
2.109375e-06,34.1694676239
2.12890625e-06,33.5211323622
2.1484375e-06,32.8848151036
2.16796875e-06,32.2604942821
2.1875e-06,31.6481438749
2.20703125e-06,31.0477334732
2.2265625e-06,30.4592283535
2.24609375e-06,29.8825895512
2.265625e-06,29.3177739356
2.28515625e-06,28.7647342859
2.3046875e-06,28.2234193687
2.32421875e-06,27.6937740168
2.34375e-06,27.1757392092
2.36328125e-06,26.6692521518
2.3828125e-06,26.1742463596
2.40234375e-06,25.6906517391
2.421875e-06,25.2183946727
2.44140625e-06,24.7573981026
2.4609375e-06,24.3075816163
2.48046875e-06,23.8688615324
2.5e-06,23.4411509868
2.51953125e-06,23.0243600199
2.5390625e-06,22.6183956635
2.55859375e-06,22.223162029
2.578125e-06,21.8385603948
2.59765625e-06,21.464489295
2.6171875e-06,21.1008446072
2.63671875e-06,20.7475196416
2.65625e-06,20.404405229
2.67578125e-06,20.0713898093
2.6953125e-06,19.7483595201
2.71484375e-06,19.4351982849
2.734375e-06,19.1317879009
2.75390625e-06,18.8380081272
2.7734375e-06,18.5537367718
2.79296875e-06,18.2788497794
2.8125e-06,18.0132213173
2.83203125e-06,17.7567238624
2.8515625e-06,17.5092282866
2.87109375e-06,17.270603942
2.890625e-06,17.0407187458
2.91015625e-06,16.819439264
2.9296875e-06,16.6066307947
2.94921875e-06,16.4021574511
2.96875e-06,16.2058822426
2.98828125e-06,16.0176671568
3.0078125e-06,15.8373732388
3.02734375e-06,15.664860671
3.046875e-06,15.4999888516
3.06640625e-06,15.3426164719
3.0859375e-06,15.1926015931
3.10546875e-06,15.0498017218
3.125e-06,14.9140738845
3.14453125e-06,14.7852747013
3.1640625e-06,14.6632604583
3.18359375e-06,14.5478871794
3.203125e-06,14.4390106959
3.22265625e-06,14.3364867166
3.2421875e-06,14.2401708953
3.26171875e-06,14.1499188979
3.28125e-06,14.0655864686
3.30078125e-06,13.987029494
3.3203125e-06,13.9141040668
3.33984375e-06,13.8466665482
3.359375e-06,13.7845736288
3.37890625e-06,13.7276823885
3.3984375e-06,13.6758503554
3.41796875e-06,13.628935563
3.4375e-06,13.5867966065
3.45703125e-06,13.5492926979
3.4765625e-06,13.51628372
3.49609375e-06,13.4876302784
3.515625e-06,13.4631937537
3.53515625e-06,13.442836351
3.5546875e-06,13.4264211491
3.57421875e-06,13.4138121483
3.59375e-06,13.4048743171
3.61328125e-06,13.3994736372
3.6328125e-06,13.397477148
3.65234375e-06,13.3987529895
3.671875e-06,13.4031704441
3.69140625e-06,13.4105999774
3.7109375e-06,13.4209132777
3.73046875e-06,13.4339832944
3.75e-06,13.4496842753
3.76953125e-06,13.4678918029
3.7890625e-06,13.4884828293
3.80859375e-06,13.5113357104
3.828125e-06,13.5363302386
3.84765625e-06,13.5633476752
3.8671875e-06,13.5922707808
3.88671875e-06,13.6229838452
3.90625e-06,13.6553727165
3.92578125e-06,13.6893248291
3.9453125e-06,13.72472923
3.96484375e-06,13.7614766055
3.984375e-06,13.7994593056
4.00390625e-06,13.8385713688
4.0234375e-06,13.8787085448
4.04296875e-06,13.919768317
4.0625e-06,13.9616499243
4.08203125e-06,14.0042543816
4.1015625e-06,14.0474844995
4.12109375e-06,14.0912449037
4.140625e-06,14.1354420533
4.16015625e-06,14.1799842582
4.1796875e-06,14.2247816957
4.19921875e-06,14.2697464275
4.21875e-06,14.314792414
4.23828125e-06,14.3598355299
4.2578125e-06,14.4047935779
4.27734375e-06,14.4495863023
4.296875e-06,14.4941354015
4.31640625e-06,14.538364541
4.3359375e-06,14.5821993643
4.35546875e-06,14.6255675043
4.375e-06,14.6683985939
4.39453125e-06,14.7106242761
4.4140625e-06,14.7521782133
4.43359375e-06,14.7929960966
4.453125e-06,14.8330156542
4.47265625e-06,14.8721766596
4.4921875e-06,14.9104209392
4.51171875e-06,14.9476923796
4.53125e-06,14.9839369346
4.55078125e-06,15.0191026314
4.5703125e-06,15.0531395769
4.58984375e-06,15.0859999631
4.609375e-06,15.117638073
4.62890625e-06,15.1480102851
4.6484375e-06,15.1770750784
4.66796875e-06,15.2047930369
4.6875e-06,15.2311268532
4.70703125e-06,15.2560413331
4.7265625e-06,15.2795033983
4.74609375e-06,15.3014820902
4.765625e-06,15.321948573
4.78515625e-06,15.3408761359
4.8046875e-06,15.3582401963
4.82421875e-06,15.3740183017
4.84375e-06,15.3881901316
4.86328125e-06,15.4007375
4.8828125e-06,15.4116443563
4.90234375e-06,15.4208967875
4.921875e-06,15.4284830187
4.94140625e-06,15.4343934145
4.9609375e-06,15.4386204799
4.98046875e-06,15.4411588609
5e-06,15.4420053449
5.01953125e-06,15.4411588609
5.0390625e-06,15.4386204799
5.05859375e-06,15.4343934145
5.078125e-06,15.4284830187
5.09765625e-06,15.4208967875
5.1171875e-06,15.4116443563
5.13671875e-06,15.4007375
5.15625e-06,15.3881901316
5.17578125e-06,15.3740183017
5.1953125e-06,15.3582401963
5.21484375e-06,15.3408761359
5.234375e-06,15.321948573
5.25390625e-06,15.3014820902
5.2734375e-06,15.2795033983
5.29296875e-06,15.2560413331
5.3125e-06,15.2311268532
5.33203125e-06,15.2047930369
5.3515625e-06,15.1770750784
5.37109375e-06,15.1480102851
5.390625e-06,15.117638073
5.41015625e-06,15.0859999631
5.4296875e-06,15.0531395769
5.44921875e-06,15.0191026314
5.46875e-06,14.9839369346
5.48828125e-06,14.9476923796
5.5078125e-06,14.9104209392
5.52734375e-06,14.8721766596
5.546875e-06,14.8330156542
5.56640625e-06,14.7929960966
5.5859375e-06,14.7521782133
5.60546875e-06,14.7106242761
5.625e-06,14.6683985939
5.64453125e-06,14.6255675043
5.6640625e-06,14.5821993643
5.68359375e-06,14.538364541
5.703125e-06,14.4941354015
5.72265625e-06,14.4495863023
5.7421875e-06,14.4047935779
5.76171875e-06,14.3598355299
5.78125e-06,14.314792414
5.80078125e-06,14.2697464275
5.8203125e-06,14.2247816957
5.83984375e-06,14.1799842582
5.859375e-06,14.1354420533
5.87890625e-06,14.0912449037
