frequency_hz,peak_amplitude_mv
23000,1.52503981333e-14
23250,1.90745636728e-14
23500,1.58017284235e-14
23750,1.4579967445e-14
24000,1.18383827443e-14
24250,1.68871365348e-14
24500,1.57388852293e-14
24750,1.5534997995e-14
25000,1.80176391748e-14
25250,1.88364960429e-14
25500,1.6578310809e-14
25750,1.91884500277e-14
26000,1.38188992026e-14
26250,1.61218711309e-14
26500,1.92139155262e-14
26750,2.12087342632e-14
27000,1.99211178908e-14
27250,2.13918967915e-14
27500,2.15991228896e-14
27750,2.09966443127e-14
28000,2.13550038562e-14
28250,2.04073098498e-14
28500,2.01691219316e-14
28750,2.22378860196e-14
29000,2.52444156198e-14
29250,2.61818368184e-14
29500,2.13305728106e-14
29750,2.3400356662e-14
30000,1.82880273732e-14
30250,2.00735316961e-14
30500,1.85347742406e-14
30750,2.07939582804e-14
31000,1.05923604911e-14
31250,2.96665512302e-14
31500,2.48316651325e-14
31750,2.58340382483e-14
32000,2.3960200327e-14
32250,2.62480330608e-14
32500,2.57907883614e-14
32750,2.5827603346e-14
33000,2.50856409139e-14
33250,2.64082133386e-14
33500,2.27025099013e-14
33750,2.52735362949e-14
34000,2.44319340405e-14
34250,2.568086263e-14
34500,2.32946139231e-14
34750,2.67151416008e-14
35000,2.51987506878e-14
35250,3.75808827606e-14
35500,3.70631406642e-14
35750,2.70594574134e-14
36000,3.11487601961e-14
36250,2.97121488239e-14
36500,3.18331267136e-14
36750,2.76043218338e-14
37000,2.98095577878e-14
37250,2.98561865364e-14
37500,3.12763080714e-14
37750,3.742682287e-14
38000,2.93394108082e-14
38250,3.73821948699e-14
38500,3.57585578832e-14
38750,3.42064609771e-14
39000,3.40217147481e-14
39250,3.7106337615e-14
39500,3.46679677221e-14
39750,3.7835968619e-14
40000,4.06991284072e-14
40250,4.04500013502e-14
40500,4.14030040207e-14
40750,3.95849571155e-14
41000,4.1408775224e-14
41250,4.55372890786e-14
41500,4.6299493499e-14
41750,4.74361471213e-14
42000,4.80261455464e-14
42250,4.93747207686e-14
42500,5.32600884034e-14
42750,5.29663504303e-14
43000,5.63177588051e-14
43250,5.78861895246e-14
43500,6.09246515558e-14
43750,6.33567349228e-14
44000,6.72279025163e-14
44250,6.58444291649e-14
44500,6.95267574767e-14
44750,7.56796775265e-14
45000,7.55629969789e-14
45250,8.31667240903e-14
45500,8.47582348523e-14
45750,9.19202771385e-14
46000,9.63978792044e-14
46250,1.05748000091e-13
46500,1.12265393743e-13
46750,1.19646701957e-13
47000,1.28419637014e-13
47250,1.4581708771e-13
47500,1.58732658201e-13
47750,1.71891104628e-13
48000,1.96326379141e-13
48250,2.23788601136e-13
48500,2.62204417987e-13
48750,3.1506825502e-13
49000,3.96981310774e-13
49250,5.27872935994e-13
49500,7.9286313198e-13
49750,1.58497569446e-12
50000,73.4437307927
50250,1.58677535961e-12
50500,7.9586476881e-13
50750,5.33736654137e-13
51000,4.00457943113e-13
51250,3.18466003023e-13
51500,2.68005973025e-13
51750,2.30084633773e-13
52000,2.02472946745e-13
52250,1.75192749501e-13
52500,1.56271043824e-13
52750,1.48163581305e-13
53000,1.38613657512e-13
53250,1.24656561171e-13
53500,1.12779691251e-13
53750,1.04827468283e-13
54000,1.05169733488e-13
54250,9.8561200434e-14
54500,8.15865440036e-14
54750,8.12744121948e-14
55000,7.03604945629e-14
55250,8.50188319159e-14
55500,6.74093897582e-14
55750,5.66832540333e-14
56000,7.69092185996e-14
56250,7.78356725305e-14
56500,6.85183227019e-14
56750,5.81995263147e-14
57000,6.04412163951e-14
57250,5.61169507281e-14
57500,6.22319988183e-14
57750,4.93033478616e-14
58000,5.01085351663e-14
58250,5.1489687004e-14
58500,5.05240666206e-14
58750,4.96758978007e-14
59000,4.29797032038e-14
59250,4.29633088268e-14
59500,4.92495338587e-14
59750,4.57966749943e-14
60000,4.66929229646e-14
60250,4.03839445621e-14
60500,4.24667504434e-14
60750,4.49834158796e-14
61000,4.36270918076e-14
61250,4.05993868543e-14
61500,3.85194103683e-14
61750,3.93624705556e-14
62000,3.81218387897e-14
62250,3.90615952244e-14
62500,4.12156872876e-14
62750,3.62004155614e-14
63000,3.60001147819e-14
63250,3.36692678134e-14
63500,3.9471555767e-14
63750,3.57228232185e-14
64000,3.42437006915e-14
64250,3.40230723597e-14
64500,3.36803785088e-14
64750,3.54680593569e-14
65000,3.36682941126e-14
65250,3.27991943611e-14
65500,3.43386315514e-14
65750,3.11668338836e-14
66000,3.33252115594e-14
66250,3.18032019322e-14
66500,2.98443557852e-14
66750,3.05101353792e-14
67000,2.89798025232e-14
67250,3.1273255983e-14
67500,3.12958451092e-14
67750,3.12286742896e-14
68000,2.86372806325e-14
68250,2.66332781236e-14
68500,2.56372980196e-14
68750,2.72199853257e-14
69000,2.32523933708e-14
69250,2.87935950974e-14
69500,2.95105768119e-14
69750,2.89656751663e-14
70000,2.52788530786e-14
70250,2.83742842484e-14
70500,2.65810926714e-14
70750,3.19021054866e-14
71000,3.17613978365e-14
71250,2.81568874951e-14
71500,2.7473208894e-14
71750,2.67486446406e-14
72000,2.74363951468e-14
72250,2.96348512271e-14
72500,3.02233764345e-14
72750,2.94099833954e-14
73000,2.87069037711e-14
73250,3.15197775439e-14
73500,2.79556664485e-14
73750,2.71742121049e-14
74000,2.54453117294e-14
74250,3.08327273037e-14
74500,2.39776837124e-14
74750,2.84336720894e-14
75000,2.82989012557e-14
75250,2.72781250924e-14
75500,2.75342718477e-14
75750,2.99610796682e-14
76000,2.66234748037e-14
76250,2.80407401131e-14
76500,2.73420913192e-14
76750,3.13960560084e-14
77000,3.11821282807e-14
77250,3.21001825513e-14
77500,3.15728412011e-14
77750,3.28652958559e-14
78000,2.90296572603e-14
78250,2.86151991918e-14
78500,2.84182906998e-14
78750,2.83281037663e-14
79000,3.10397171616e-14
79250,3.07700541988e-14
79500,2.48645560733e-14
79750,3.00143491334e-14
80000,2.95417899616e-14
80250,3.09311213359e-14
80500,3.19048673113e-14
80750,3.14082091414e-14
81000,1.80032225e-14
81250,3.1433744524e-14
81500,3.23808463731e-14
81750,2.80586873855e-14
82000,3.15646088901e-14
82250,3.03263751976e-14
82500,3.50436725194e-14
82750,3.23181548198e-14
83000,3.19671166833e-14
83250,3.50101999704e-14
83500,2.93380011813e-14
83750,3.18612018749e-14
84000,3.75477418698e-14
84250,3.69078812632e-14
84500,4.2679847219e-14
84750,3.82819198785e-14
85000,3.93236965436e-14
85250,2.96651344656e-14
85500,2.47119928072e-14
85750,3.74074808785e-14
86000,3.50965102569e-14
86250,3.85679820888e-14
86500,3.71901156804e-14
86750,3.99904884946e-14
87000,4.10037920675e-14
87250,4.41212237797e-14
87500,4.30013850335e-14
87750,3.75689007409e-14
88000,4.4301455006e-14
88250,4.03681493395e-14
88500,4.26150372403e-14
88750,4.64134738895e-14
89000,4.81512180017e-14
89250,4.89511259685e-14
89500,4.64395446098e-14
89750,5.29387065514e-14
90000,5.24701390495e-14
90250,5.43462392888e-14
90500,5.5170409235e-14
90750,5.68352564339e-14
91000,5.49559529619e-14
91250,5.78889690423e-14
91500,6.02719253071e-14
91750,6.27343476154e-14
92000,6.35303401236e-14
92250,6.44416414079e-14
92500,6.64715570812e-14
92750,6.77481309391e-14
93000,7.05439957812e-14
93250,7.40411792541e-14
93500,7.61708551451e-14
93750,7.87650498263e-14
94000,8.0059820331e-14
94250,8.54910127833e-14
94500,8.97173457615e-14
94750,9.34055130177e-14
95000,9.72042329835e-14
95250,1.01285989243e-13
95500,1.07866043367e-13
95750,1.13055134765e-13
96000,1.20854791655e-13
96250,1.2838563785e-13
96500,1.35396583095e-13
96750,1.48219515562e-13
97000,1.59320188238e-13
97250,1.75466835161e-13
97500,1.92120746254e-13
97750,2.11786980104e-13
98000,2.40493930469e-13
98250,2.71731643807e-13
98500,3.17341430827e-13
98750,3.7859194342e-13
99000,4.73145027015e-13
99250,6.26133477974e-13
99500,9.39938936939e-13
99750,1.87090307808e-12
100000,43.1622588834
100250,1.86106738991e-12
100500,9.25334095224e-13
100750,6.21021847603e-13
101000,4.58130206148e-13
101250,3.69295616941e-13
101500,3.08172447754e-13
101750,2.60543702116e-13
102000,2.26004699219e-13
102250,2.01287243809e-13
102500,1.84344832719e-13
102750,1.64236506065e-13
103000,1.47421090139e-13
103250,1.40236703341e-13
103500,1.32619254394e-13
103750,1.26663258027e-13
104000,1.10123229629e-13
104250,1.01130927333e-13
104500,1.03286993191e-13
104750,9.51084055311e-14
105000,9.87347612414e-14
105250,7.86988715934e-14
105500,8.51634834821e-14
105750,9.21396071825e-14
106000,6.41059482782e-14
106250,5.83505568298e-14
106500,6.27714491834e-14
106750,7.17229066388e-14
107000,6.30757671461e-14
107250,6.39027346241e-14
107500,4.93963653847e-14
107750,5.89195168359e-14
108000,5.52522897432e-14
108250,5.67084050684e-14
108500,4.79441669939e-14
108750,4.80117671303e-14
109000,5.16227614436e-14
109250,5.0465922774e-14
109500,4.34865755495e-14
109750,4.08582502635e-14
110000,4.10019629259e-14
110250,4.45860164361e-14
110500,3.84895211152e-14
110750,3.78920408069e-14
111000,3.39533882891e-14
111250,3.66362210073e-14
111500,3.76636649903e-14
111750,3.50888547273e-14
112000,3.38859360083e-14
112250,4.147201844e-14
112500,3.08334011908e-14
112750,3.4157317496e-14
113000,3.07528780423e-14
113250,3.01763836315e-14
113500,2.99361514382e-14
113750,2.74604722863e-14
114000,2.85202855401e-14
114250,2.89217400713e-14
114500,2.93716146366e-14
114750,2.54284749509e-14
115000,2.6892467033e-14
115250,2.56527718499e-14
115500,2.46440512994e-14
115750,2.5325225591e-14
116000,2.40168244399e-14
116250,2.38585517647e-14
116500,2.61056682934e-14
116750,2.42655931526e-14
117000,2.5807539784e-14
117250,2.1623054906e-14
117500,2.33111297066e-14
117750,2.47008581261e-14
118000,2.5164745239e-14
118250,2.56537292277e-14
118500,2.28647274552e-14
118750,2.12545734925e-14
119000,2.15317597324e-14
119250,1.66080796038e-14
119500,1.7609267103e-14
119750,1.76778311907e-14
120000,2.15660524072e-14
120250,2.17702390093e-14
120500,1.80993709878e-14
120750,2.06721483519e-14
121000,1.79791732508e-14
121250,1.87334776282e-14
121500,1.8916117452e-14
121750,1.86870198112e-14
122000,1.72487244343e-14
122250,1.67125931409e-14
122500,1.94479438508e-14
122750,2.08448558604e-14
123000,1.67621613543e-14
123250,1.52153452405e-14
123500,1.27133988306e-14
123750,1.70853565411e-14
124000,1.49934701446e-14
124250,2.3677441363e-14
124500,1.66585838866e-14
124750,9.95902022546e-15
125000,1.38778660461e-14
125250,1.53381151659e-14
125500,1.80847399478e-14
125750,1.74555668326e-14
126000,1.49719665991e-14
126250,1.56296326309e-14
126500,1.48404339647e-14
126750,1.66730209984e-14
127000,1.43084614946e-14
127250,1.6856968486e-14
127500,1.70890989705e-14
127750,1.91980564851e-14
128000,1.50571601399e-14
128250,1.78187617983e-14
128500,1.36669510924e-14
128750,1.79279431599e-14
129000,1.87216976791e-14
129250,2.14676177764e-14
129500,1.62297938602e-14
129750,2.2062946608e-14
130000,2.15567093763e-14
130250,1.91568012717e-14
130500,1.63484154732e-14
130750,1.52329360333e-14
131000,1.72846627583e-14
131250,1.98831164427e-14
131500,2.16766511387e-14
131750,2.27877910302e-14
132000,2.27747504134e-14
132250,2.2999839167e-14
132500,2.36612033083e-14
132750,2.48497171442e-14
133000,2.24521305688e-14
133250,2.44498459573e-14
133500,2.55784312118e-14
133750,2.43266896822e-14
134000,2.30535868884e-14
134250,1.71414617202e-14
134500,9.89648806617e-15
134750,1.22180653247e-14
135000,1.9219604949e-14
135250,3.45748302145e-14
135500,4.62689028572e-14
135750,3.69127305989e-14
136000,3.6271411396e-14
136250,2.76776386405e-14
136500,3.1157014211e-14
136750,2.71956519379e-14
137000,3.29195921138e-14
137250,3.1026558596e-14
137500,3.1943230274e-14
137750,3.10569371395e-14
138000,3.18487676573e-14
138250,3.3135245157e-14
138500,3.59802166417e-14
138750,3.32800002166e-14
139000,3.24848039578e-14
139250,3.42414225156e-14
139500,3.07411684362e-14
139750,3.84812686279e-14
140000,4.14214828861e-14
140250,4.16922504766e-14
140500,3.98116866257e-14
140750,4.13952617815e-14
141000,4.43014375064e-14
141250,4.65655263788e-14
141500,4.71884257254e-14
141750,4.73515573628e-14
142000,4.89640235095e-14
142250,5.07119940177e-14
142500,5.50932901435e-14
142750,5.50727916421e-14
143000,5.71087312438e-14
143250,5.84840001965e-14
143500,6.28275561989e-14
143750,6.53129856827e-14
144000,7.04682111316e-14
144250,7.30153846727e-14
144500,7.3975102038e-14
144750,7.9067448603e-14
145000,8.36145691935e-14
145250,9.02962917195e-14
145500,9.41399369787e-14
145750,9.86217842248e-14
146000,1.02259472122e-13
146250,1.16532876341e-13
146500,1.23076032637e-13
146750,1.34062997538e-13
147000,1.42349957849e-13
147250,1.57434954498e-13
147500,1.74384575853e-13
147750,1.96527599025e-13
148000,2.18774286892e-13
148250,2.53494790211e-13
148500,2.94861589412e-13
148750,3.56326619247e-13
149000,4.46589382869e-13
149250,6.01297756e-13
149500,9.03211072961e-13
149750,1.81704942721e-12
150000,28.1214137922
150250,1.83203661264e-12
150500,9.22095434042e-13
150750,6.15152069852e-13
151000,4.64472434789e-13
151250,3.75049144701e-13
151500,3.13305910379e-13
151750,2.70085466047e-13
152000,2.39229459088e-13
152250,2.10607148471e-13
152500,1.86633881457e-13
152750,1.75496165118e-13
153000,1.63719526935e-13
153250,1.48602667003e-13
153500,1.34170032242e-13
153750,1.23995091992e-13
154000,1.24714514565e-13
154250,1.19947344816e-13
154500,1.01268915466e-13
154750,9.81910870843e-14
155000,8.21579762699e-14
155250,9.47745796308e-14
155500,8.42371112469e-14
155750,8.14132566761e-14
156000,9.2694255797e-14
156250,9.42074901811e-14
156500,8.49343360656e-14
156750,7.07430125212e-14
157000,7.12225624279e-14
157250,6.68125459167e-14
157500,7.55658166112e-14
157750,6.35017333217e-14
158000,6.36063745437e-14
158250,6.10310076303e-14
158500,6.24762076719e-14
158750,5.99847924819e-14
159000,5.40159418805e-14
159250,5.43455566315e-14
159500,5.69306466113e-14
159750,5.71339483441e-14
160000,5.45045486938e-14
160250,4.90980125999e-14
160500,4.98847752293e-14
160750,4.9778872983e-14
161000,5.05072522749e-14
161250,4.73773194341e-14
161500,4.21062103742e-14
161750,4.03413558836e-14
162000,4.77790237202e-14
162250,4.42769912657e-14
162500,4.82389166032e-14
162750,4.70318575795e-14
163000,4.10464912213e-14
163250,4.02447621621e-14
163500,4.14290469846e-14
163750,4.56663188921e-14
164000,3.94552401072e-14
164250,3.99248603731e-14
164500,3.83108390212e-14
164750,3.99595640573e-14
165000,3.91246530958e-14
165250,3.69686397261e-14
165500,3.9129597933e-14
165750,3.51241930777e-14
166000,3.52145308279e-14
166250,3.33357000934e-14
166500,3.11280962999e-14
166750,3.36317184015e-14
167000,3.16513678214e-14
167250,3.31789788839e-14
167500,3.09465253815e-14
167750,3.05586394633e-14
168000,2.95756188465e-14
168250,2.66446708853e-14
168500,2.89109872944e-14
168750,2.91476408058e-14
169000,2.84189257203e-14
169250,2.71349118897e-14
169500,2.61005325773e-14
169750,2.80778980437e-14
170000,2.65789862752e-14
170250,3.01068084447e-14
170500,2.60631791021e-14
170750,3.2119907029e-14
171000,2.89727623097e-14
171250,2.64972042879e-14
171500,2.56278899139e-14
171750,2.7335295473e-14
172000,2.74179696693e-14
172250,3.06132140599e-14
172500,2.89156453538e-14
172750,2.97302187024e-14
173000,2.70049355779e-14
173250,2.66169212998e-14
173500,2.58923638066e-14
173750,2.34527974278e-14
174000,2.40799506416e-14
174250,3.38457469272e-14
174500,2.10360447983e-14
174750,2.26755444097e-14
175000,2.77192167308e-14
175250,2.43750823437e-14
175500,2.84705545958e-14
175750,2.62386271585e-14
176000,2.44121447114e-14
176250,2.33930553006e-14
176500,2.31731719892e-14
176750,2.52879290499e-14
177000,2.65646661876e-14
177250,2.50692016746e-14
177500,2.63093177869e-14
177750,2.21926095778e-14
178000,2.12770015557e-14
178250,2.28529162661e-14
178500,2.09494572577e-14
178750,2.0005627934e-14
179000,2.36099827253e-14
179250,1.87214709863e-14
179500,2.05096458681e-14
179750,1.85230243316e-14
180000,2.23085939406e-14
180250,1.97202735274e-14
180500,1.96180207009e-14
180750,1.32773711562e-14
181000,1.38411828201e-14
181250,2.58441797336e-14
181500,1.84214049532e-14
181750,2.07827277843e-14
182000,2.10282354959e-14
182250,2.36737547826e-14
182500,2.34135013609e-14
182750,2.10234836614e-14
183000,2.15570955267e-14
183250,1.93751933523e-14
183500,1.85562561907e-14
183750,2.52350363994e-14
184000,2.86246489016e-14
184250,2.80316866162e-14
184500,2.61737342156e-14
184750,1.65935989229e-14
185000,5.91668395615e-15
185250,8.13138779822e-15
185500,1.80974790399e-14
185750,2.19689251029e-14
186000,2.08885171584e-14
186250,2.20253977813e-14
186500,1.9666220175e-14
186750,1.73753338841e-14
187000,2.05872397247e-14
187250,2.36314630589e-14
187500,2.28081744688e-14
187750,2.08189676774e-14
188000,1.80759048399e-14
188250,1.88483122607e-14
188500,2.13801641228e-14
188750,2.37746339017e-14
189000,2.31056267398e-14
189250,2.17007855455e-14
189500,1.80402101627e-14
189750,2.4039039211e-14
190000,2.1444656803e-14
190250,2.2370329383e-14
190500,2.21642307993e-14
190750,1.89994011845e-14
191000,1.70041729606e-14
191250,2.29620207934e-14
191500,2.22702263521e-14
191750,2.10908229814e-14
192000,2.18348420869e-14
192250,1.97986628992e-14
192500,2.08241983631e-14
192750,2.1936713975e-14
193000,2.54013372998e-14
193250,2.27021681051e-14
193500,2.43564484479e-14
193750,2.32375064435e-14
194000,2.60716164871e-14
194250,2.71266183785e-14
194500,2.85024905558e-14
194750,2.94134524726e-14
195000,2.77377087127e-14
195250,2.91126029747e-14
195500,3.16951690004e-14
195750,3.17775563012e-14
196000,3.55874747429e-14
196250,3.83628389909e-14
196500,3.79888392447e-14
196750,4.21043698582e-14
197000,4.52353824782e-14
197250,5.44149611283e-14
197500,5.63159315024e-14
197750,6.09045983973e-14
198000,6.99173089851e-14
198250,7.90552203597e-14
198500,9.19920959452e-14
198750,1.13147386738e-13
199000,1.4132124354e-13
199250,1.84436493411e-13
199500,2.78302797452e-13
199750,5.57171929882e-13
200000,6.46713143865
200250,5.58089748069e-13
200500,2.8159111364e-13
200750,1.91178612319e-13
201000,1.42434679e-13
201250,1.09850617443e-13
201500,9.49399653022e-14
201750,8.19061862996e-14
202000,6.93779033502e-14
202250,6.05449810507e-14
202500,5.63393735778e-14
202750,5.11575883457e-14
203000,4.85065348347e-14
203250,4.56576206303e-14
203500,4.43578210421e-14
203750,4.09391137181e-14
204000,3.76745934377e-14
204250,3.62791098613e-14
204500,3.31051275105e-14
204750,3.49592581212e-14
205000,3.38471005486e-14
205250,3.68666676238e-14
205500,3.38904970655e-14
205750,2.88352235903e-14
206000,2.59490039708e-14
206250,2.33090673296e-14
206500,2.40415981501e-14
206750,2.66024410469e-14
207000,2.64126230204e-14
207250,2.60022255786e-14
207500,2.35314531102e-14
207750,2.40449847374e-14
208000,2.19670162696e-14
208250,2.37694458017e-14
208500,2.00734193824e-14
208750,2.30667552682e-14
209000,2.09885239439e-14
209250,2.08443823269e-14
209500,2.17457539217e-14
209750,1.81488534427e-14
210000,2.04779407239e-14
210250,1.92711077789e-14
210500,1.50385104184e-14
210750,1.85384768209e-14
211000,1.63792162754e-14
211250,1.86960628454e-14
211500,1.6844125887e-14
211750,2.23750148014e-14
212000,1.12006614787e-14
212250,2.46124745767e-14
212500,2.01671775962e-14
212750,1.9049794324e-14
213000,1.3634768004e-14
213250,1.55076813743e-14
213500,1.44395898098e-14
213750,2.25905856421e-14
214000,1.59649042594e-14
214250,1.4374882086e-14
214500,1.79233026706e-14
214750,1.61776283762e-14
215000,1.98196805087e-14
215250,1.55227664444e-14
215500,1.6761356229e-14
215750,1.56386995627e-14
216000,1.46863463242e-14
216250,1.47250443976e-14
216500,1.44500485887e-14
216750,1.58279803171e-14
217000,1.60550695178e-14
217250,1.63394123165e-14
217500,1.70799550251e-14
217750,1.59198708682e-14
218000,1.5371449305e-14
218250,1.36872635786e-14
218500,1.42001662631e-14
218750,1.32494042386e-14
219000,1.51705387182e-14
219250,1.30699209657e-14
219500,9.71215583324e-15
219750,8.33484596751e-15
220000,1.09540315427e-14
220250,1.40322130826e-14
220500,1.21159961017e-14
220750,2.09972951218e-14
221000,1.46719230362e-14
221250,1.3688140143e-14
221500,1.46921036745e-14
221750,1.28724204785e-14
222000,1.20132330671e-14
222250,1.26959924695e-14
222500,1.27409378001e-14
222750,1.28045613691e-14
223000,1.16977963912e-14
223250,1.16790449998e-14
223500,1.23573427828e-14
223750,1.10468169417e-14
224000,1.097965923e-14
224250,1.78168162458e-14
224500,1.56797973011e-15
224750,1.28199156783e-14
225000,8.53748954383e-15
225250,1.48060793468e-14
225500,1.11053524265e-14
225750,1.05324592324e-14
226000,1.37055932259e-14
226250,1.01656791202e-14
226500,1.19447277191e-14
226750,9.902386396e-15
227000,8.91303713571e-15
227250,1.3461089627e-14
227500,1.10469348835e-14
227750,1.19012031955e-14
228000,9.3873878464e-15
228250,9.76100733899e-15
228500,1.19453586707e-14
228750,8.341050782e-15
229000,8.99304176343e-15
229250,7.36953438116e-15
229500,8.11140877443e-15
229750,9.93728058892e-15
230000,1.10503862046e-14
230250,9.8805397293e-15
230500,9.45350543672e-15
230750,8.58364319482e-15
231000,9.00600449163e-15
231250,1.96428437571e-14
231500,1.36085743284e-14
231750,1.0987038149e-14
232000,9.32348066415e-15
232250,8.73036446811e-15
232500,7.14282760545e-15
232750,1.1015763983e-14
233000,1.00848085188e-14
233250,1.02825293106e-14
233500,1.06966209818e-14
233750,1.03136914833e-14
234000,1.51373599021e-14
234250,1.57420586741e-14
234500,2.056228696e-14
234750,1.30036522536e-14
235000,1.43865776326e-14
235250,1.23691699078e-14
235500,1.56270960733e-14
235750,1.31186707479e-14
236000,1.32488240725e-14
236250,1.44986922355e-14
236500,6.39188639126e-15
236750,9.99733093963e-15
237000,6.60868585669e-15
237250,7.25811237889e-15
237500,9.32412270115e-15
237750,8.14549733145e-15
238000,8.30864420214e-15
238250,6.30789206675e-15
238500,7.74595335874e-15
238750,9.50781948286e-15
239000,6.83987704167e-15
239250,7.47714349465e-15
239500,6.98589238973e-15
239750,6.28184514001e-15
240000,6.75102985755e-15
240250,6.22441849025e-15
240500,7.50479089801e-15
240750,4.77421419518e-15
241000,7.60925427938e-15
241250,1.47955970324e-14
241500,7.62768467073e-15
241750,7.85358381579e-15
242000,7.18034614214e-15
242250,8.09069281842e-15
242500,6.43490029741e-15
242750,5.44178722729e-15
243000,4.00358148211e-15
243250,3.20838112529e-15
243500,9.51342923949e-15
243750,7.70649094653e-15
244000,9.50078085584e-15
244250,9.06397130218e-15
244500,8.00505190868e-15
244750,4.97201714316e-15
245000,5.5348525891e-15
245250,6.82752906887e-15
245500,7.2713307447e-15
245750,8.34444576399e-15
246000,7.14575072519e-15
246250,1.16224141646e-14
246500,9.52497622259e-15
246750,1.28780871992e-14
247000,1.37281401429e-14
247250,1.43086387266e-14
247500,1.46294999351e-14
247750,1.93611375726e-14
248000,1.82383120775e-14
248250,2.8441798185e-14
248500,3.28063538516e-14
248750,3.92943969516e-14
249000,5.12660311621e-14
249250,7.44712481922e-14
249500,1.12115913479e-13
249750,2.41451015657e-13
250000,2.31421013518
250250,2.6139256907e-13
250500,1.39647993611e-13
250750,8.95261897266e-14
251000,7.63187377822e-14
251250,6.1905367628e-14
251500,4.99222225389e-14
251750,4.62827918336e-14
252000,4.51435284601e-14
252250,3.99112684096e-14
252500,3.31009795505e-14
252750,3.36931482214e-14
253000,3.41111095829e-14
253250,2.79340428988e-14
253500,2.44374842522e-14
253750,2.1510196242e-14
254000,2.76076562876e-14
254250,3.21037608938e-14
254500,1.90657694785e-14
254750,2.05890531054e-14
255000,8.48446630014e-15
255250,2.31609959418e-14
255500,2.05189248343e-14
255750,2.8451217606e-14
256000,3.05266240515e-14
256250,3.34966745926e-14
256500,2.72577510256e-14
256750,1.2329613647e-14
257000,1.79906771991e-14
257250,1.49317802334e-14
257500,2.60427454545e-14
257750,1.65400058047e-14
258000,1.67630853426e-14
258250,1.49471292523e-14
258500,2.09903948913e-14
258750,1.76058806121e-14
259000,1.14006277688e-14
259250,1.31266125534e-14
259500,1.74724817405e-14
259750,2.1096260735e-14
260000,1.55974803203e-14
260250,1.38891220244e-14
260500,1.48541061561e-14
260750,1.702619874e-14
261000,1.63504933246e-14
261250,1.67447779952e-14
261500,1.28206367357e-14
261750,1.01110130081e-14
262000,1.42037849093e-14
262250,1.3948955992e-14
262500,1.64991993138e-14
262750,1.86163344061e-14
263000,1.24521580725e-14
263250,1.04488814925e-14
263500,1.60241437154e-14
263750,2.32258504582e-14
264000,1.47101406332e-14
264250,1.21304762345e-14
264500,1.67195893465e-14
264750,1.68003215263e-14
265000,1.70228118312e-14
265250,1.22329833553e-14
265500,1.7109298013e-14
265750,1.26337688032e-14
266000,1.36277602269e-14
266250,1.4524093332e-14
266500,1.08925833646e-14
266750,1.20674251807e-14
267000,1.14335559249e-14
267250,1.5033089195e-14
267500,1.09598932163e-14
267750,1.10434063671e-14
268000,1.02260343945e-14
268250,7.59538513439e-15
268500,8.93569303468e-15
268750,1.00387104336e-14
