frequency_hz,peak_amplitude_mv
81500,3.25765761483e-14
81750,3.78518834603e-14
82000,3.48889757502e-14
82250,3.72829568439e-14
82500,3.34216154037e-14
82750,3.63538972687e-14
83000,3.82451177535e-14
83250,3.6943609946e-14
83500,3.8536891333e-14
83750,3.66589421111e-14
84000,3.96835086509e-14
84250,4.0603542526e-14
84500,4.69797444993e-14
84750,4.40893459243e-14
85000,4.70045173141e-14
85250,4.43368552568e-14
85500,2.70490120837e-14
85750,3.98889935959e-14
86000,3.86149002571e-14
86250,4.38787638388e-14
86500,4.45876956657e-14
86750,4.60279785599e-14
87000,4.35522914532e-14
87250,4.63718817457e-14
87500,4.59897728421e-14
87750,5.27621361796e-14
88000,4.82504338618e-14
88250,5.45159884358e-14
88500,5.39855865175e-14
88750,5.43510304777e-14
89000,5.1650531751e-14
89250,5.5719404182e-14
89500,5.89778452146e-14
89750,5.65273357911e-14
90000,5.81671039434e-14
90250,5.84141953126e-14
90500,6.14531001229e-14
90750,6.27568264204e-14
91000,6.41890782434e-14
91250,6.48198765833e-14
91500,6.81515010576e-14
91750,7.152809132e-14
92000,7.09080274947e-14
92250,7.41566928577e-14
92500,7.70105871413e-14
92750,7.81417671761e-14
93000,8.1819106201e-14
93250,8.39887367085e-14
93500,8.74752112615e-14
93750,8.88183488151e-14
94000,9.14754392141e-14
94250,9.51610553707e-14
94500,1.0070805373e-13
94750,1.07064061558e-13
95000,1.09247841038e-13
95250,1.14150977063e-13
95500,1.2120431578e-13
95750,1.31488062058e-13
96000,1.38317336595e-13
96250,1.45756871378e-13
96500,1.56236676356e-13
96750,1.68108021411e-13
97000,1.83898549609e-13
97250,1.95588006202e-13
97500,2.15405776097e-13
97750,2.39687754911e-13
98000,2.71098859325e-13
98250,3.06290354554e-13
98500,3.5679550445e-13
98750,4.27562623898e-13
99000,5.33022348207e-13
99250,7.12217725617e-13
99500,1.06318097606e-12
99750,2.11751991328e-12
100000,48.8474802967
100250,2.10895089336e-12
100500,1.04917535141e-12
100750,6.945959121e-13
101000,5.22604830391e-13
101250,4.18202847208e-13
101500,3.45355097766e-13
101750,2.94051144009e-13
102000,2.56737724407e-13
102250,2.29967771565e-13
102500,2.10488700062e-13
102750,1.86575672286e-13
103000,1.65106543777e-13
103250,1.55967389582e-13
103500,1.48491192422e-13
103750,1.42303395978e-13
104000,1.25786621798e-13
104250,1.12198658079e-13
104500,1.18588509253e-13
104750,1.10171457934e-13
105000,1.16589875072e-13
105250,9.02159681231e-14
105500,9.84815888478e-14
105750,1.06065578171e-13
106000,7.23537901605e-14
106250,6.64802479697e-14
106500,7.17273732213e-14
106750,8.01835575318e-14
107000,7.00253309182e-14
107250,7.08004649758e-14
107500,5.54818206366e-14
107750,6.62001741845e-14
108000,6.32125096557e-14
108250,6.36478627952e-14
108500,5.69917796904e-14
108750,5.41502653125e-14
109000,5.58714468093e-14
109250,5.50698430681e-14
109500,4.85839218228e-14
109750,4.835459162e-14
110000,4.54499756421e-14
110250,4.8107901503e-14
110500,4.58961164666e-14
110750,4.46339393254e-14
111000,4.2973211058e-14
111250,3.92537417736e-14
111500,4.08799330155e-14
111750,3.92532118713e-14
112000,3.85655890721e-14
112250,3.05191649185e-14
112500,3.2349192103e-14
112750,3.55000591729e-14
113000,3.56458014758e-14
113250,3.45966375966e-14
113500,2.99287748083e-14
113750,3.01165502668e-14
114000,3.17146596203e-14
114250,2.95537752443e-14
114500,3.00677801292e-14
114750,2.60570864718e-14
115000,2.71137573177e-14
115250,2.83741672923e-14
115500,2.86621305549e-14
115750,2.53365316535e-14
116000,2.77958931481e-14
116250,2.44455758561e-14
116500,2.37821260307e-14
116750,2.43243205265e-14
117000,2.22046142755e-14
117250,2.30999004795e-14
117500,2.51613119516e-14
117750,2.17926552538e-14
118000,2.30261686535e-14
118250,2.17718663856e-14
118500,2.2186119219e-14
118750,2.30550505493e-14
119000,2.41754137409e-14
119250,2.62999914233e-14
119500,2.68262922625e-14
119750,2.44633544768e-14
120000,2.32257357293e-14
120250,2.31346225914e-14
120500,1.87296670187e-14
120750,2.07771675745e-14
121000,2.22650123908e-14
121250,2.14978467671e-14
121500,2.09756714835e-14
121750,1.96275389827e-14
122000,2.02723032215e-14
122250,2.14121179748e-14
122500,2.29311615256e-14
122750,1.93197863949e-14
123000,2.03302450894e-14
123250,1.95182938164e-14
123500,1.79885875719e-14
123750,1.78590853853e-14
124000,1.60980675483e-14
124250,1.26510906086e-14
124500,2.34530254883e-14
124750,1.83427073167e-14
125000,1.79698501785e-14
125250,1.65106486872e-14
125500,1.60005139391e-14
125750,1.61466877669e-14
126000,1.53930419997e-14
126250,1.79001293809e-14
126500,1.73837785263e-14
126750,1.93407120747e-14
127000,1.7403518099e-14
127250,1.63090678151e-14
127500,2.03323682813e-14
127750,1.71568813077e-14
128000,1.75318248647e-14
128250,1.52723395198e-14
128500,1.79017655181e-14
128750,2.03745264011e-14
129000,1.88606928781e-14
129250,1.84073513881e-14
129500,1.65111138412e-14
129750,1.95349065347e-14
130000,1.71288183341e-14
130250,2.21592308828e-14
130500,2.2121342321e-14
130750,2.17251018395e-14
131000,1.78650282799e-14
131250,1.47357621735e-14
131500,1.08332062272e-14
131750,1.42498218628e-14
132000,1.57814967276e-14
132250,1.73814615721e-14
132500,1.48543403022e-14
132750,1.59232059041e-14
133000,1.14675846839e-14
133250,1.59666458738e-14
133500,1.91058779755e-14
133750,1.93315222109e-14
134000,1.70440331023e-14
134250,8.09167666039e-15
134500,1.37517358083e-14
134750,2.10230872061e-14
135000,2.62162756682e-14
135250,3.62348435896e-14
135500,3.4748279554e-14
135750,2.60676188781e-14
136000,2.30975866145e-14
136250,2.41710632302e-14
136500,2.25507874498e-14
136750,2.49179406984e-14
137000,2.3925364612e-14
137250,2.40724081842e-14
137500,2.32189585363e-14
137750,2.24442366495e-14
138000,2.66277663964e-14
138250,2.61459946684e-14
138500,2.76500943467e-14
138750,2.61372773455e-14
139000,3.04171370162e-14
139250,3.09484899417e-14
139500,3.31368835293e-14
139750,2.79526869528e-14
140000,3.06179952014e-14
140250,3.14750724351e-14
140500,3.26541999589e-14
140750,3.11480713767e-14
141000,3.50681228927e-14
141250,3.64874565274e-14
141500,3.66054008542e-14
141750,3.96819252517e-14
142000,3.89860824592e-14
142250,4.1456346889e-14
142500,4.18003321094e-14
142750,4.4846787642e-14
143000,4.611085109e-14
143250,4.97386413096e-14
143500,5.16773827963e-14
143750,5.32107004623e-14
144000,5.5360289474e-14
144250,5.77333770028e-14
144500,5.96786566269e-14
144750,6.37828976287e-14
145000,6.7189484215e-14
145250,7.13363292081e-14
145500,7.31523045739e-14
145750,7.96866733214e-14
146000,8.72700052983e-14
146250,9.19664112263e-14
146500,9.86921751611e-14
146750,1.05079892485e-13
147000,1.15246993285e-13
147250,1.26886644068e-13
147500,1.39368246425e-13
147750,1.53816672953e-13
148000,1.75624546345e-13
148250,2.00736473929e-13
148500,2.35512513585e-13
148750,2.85571620791e-13
149000,3.58687364023e-13
149250,4.77145570005e-13
149500,7.21286026885e-13
149750,1.45278223862e-12
150000,22.5142692055
150250,1.46829948386e-12
150500,7.39827732275e-13
150750,4.95100861305e-13
151000,3.73005607658e-13
151250,2.98958920955e-13
151500,2.50020295093e-13
151750,2.14677935043e-13
152000,1.92785425236e-13
152250,1.69957483507e-13
152500,1.51905371096e-13
152750,1.40942853099e-13
153000,1.31715526251e-13
153250,1.19001193889e-13
153500,1.09930039197e-13
153750,1.0093453912e-13
154000,9.82541932907e-14
154250,9.60600043241e-14
154500,8.30191201213e-14
154750,7.95978186438e-14
155000,6.85345298967e-14
155250,7.71298655307e-14
155500,6.64162894143e-14
155750,6.17452880153e-14
156000,7.45327099353e-14
156250,7.30435168014e-14
156500,6.67001867437e-14
156750,5.46038493009e-14
157000,5.75805249942e-14
157250,5.33286817088e-14
157500,6.33266989884e-14
157750,5.09705406055e-14
158000,5.00295336027e-14
158250,4.76367531012e-14
158500,5.08670424966e-14
158750,4.81412140107e-14
159000,4.38325693918e-14
159250,4.03376659959e-14
159500,4.47012796499e-14
159750,4.31691042547e-14
160000,4.52222793985e-14
160250,3.86777129437e-14
160500,4.16032036234e-14
160750,4.03135503951e-14
161000,3.73071977315e-14
161250,3.96307327682e-14
161500,4.16791877727e-14
161750,4.43779785948e-14
162000,3.51523814935e-14
162250,3.78658966413e-14
162500,3.45255346886e-14
162750,2.95082149177e-14
163000,3.39177223824e-14
163250,3.28906179642e-14
163500,3.60616533206e-14
163750,3.1911629645e-14
164000,3.2973201611e-14
164250,3.20424085127e-14
164500,2.95722218783e-14
164750,3.54886458069e-14
165000,3.09487750237e-14
165250,3.07100821119e-14
165500,3.12064996364e-14
165750,2.90707864242e-14
166000,2.98964264467e-14
166250,2.80653447008e-14
166500,2.83839026075e-14
166750,2.89659684084e-14
167000,2.90405887162e-14
167250,3.10092207528e-14
167500,2.7320733799e-14
167750,2.93003237769e-14
168000,2.52644749587e-14
168250,2.88959015223e-14
168500,2.70423734888e-14
168750,2.72577257154e-14
169000,2.4425811065e-14
169250,2.24886066549e-14
169500,2.06930600103e-14
169750,2.25462683853e-14
170000,2.38007044947e-14
170250,2.58899275817e-14
170500,2.30839616133e-14
170750,2.16118624518e-14
171000,2.29824777068e-14
171250,2.15439647899e-14
171500,2.05988389575e-14
171750,2.12157698521e-14
172000,2.18203316922e-14
172250,2.24559651888e-14
172500,2.02612234322e-14
172750,2.11470596139e-14
173000,2.01658818959e-14
173250,2.10283327937e-14
173500,2.30277705762e-14
173750,1.64638983691e-14
174000,1.86732143516e-14
174250,1.21291056373e-14
174500,2.77584007038e-14
174750,2.36838990443e-14
175000,1.81749233057e-14
175250,1.77188104583e-14
175500,1.71790838977e-14
175750,1.79072222186e-14
176000,1.76504197757e-14
176250,2.00557606426e-14
176500,1.94930442614e-14
176750,1.99816283078e-14
177000,1.92645658443e-14
177250,1.69923372427e-14
177500,1.96382158602e-14
177750,1.81124690738e-14
178000,1.94994164922e-14
178250,1.70631850285e-14
178500,1.95062860166e-14
178750,1.73341905356e-14
179000,1.67628012053e-14
179250,1.77829520952e-14
179500,1.88469881553e-14
179750,1.76798524772e-14
180000,1.88973536784e-14
180250,1.77700938279e-14
180500,1.83854319068e-14
180750,1.11427260789e-14
181000,1.39362889986e-14
181250,1.99617096041e-14
181500,1.19257807522e-14
181750,1.88153846926e-14
182000,1.85156657832e-14
182250,1.56489826578e-14
182500,1.34823707811e-14
182750,8.16080367622e-15
183000,1.3919998223e-14
183250,1.31045047374e-14
183500,1.29042096778e-14
183750,9.01203937815e-15
184000,1.04555907239e-14
184250,1.63147933703e-14
184500,2.80436571977e-14
184750,2.84886531534e-14
185000,3.07854323001e-14
185250,2.54599140821e-14
185500,2.03781230583e-14
185750,8.08034052502e-15
186000,2.42057063224e-15
186250,1.57421041361e-14
186500,1.27474817057e-14
186750,1.73724590521e-14
187000,1.17818579823e-14
187250,1.24546982986e-14
187500,1.20021880068e-14
187750,1.58333434062e-14
188000,1.60099900607e-14
188250,1.6200118447e-14
188500,1.66475565731e-14
188750,1.60452759718e-14
189000,1.77698231969e-14
189250,2.23237077461e-14
189500,2.29420201825e-14
189750,2.1630378823e-14
190000,1.77418140517e-14
190250,1.9931449624e-14
190500,2.15805225815e-14
190750,2.37477223322e-14
191000,1.98287407561e-14
191250,1.81143145249e-14
191500,2.38407405073e-14
191750,2.24728601409e-14
192000,2.27103672549e-14
192250,2.1508893145e-14
192500,2.10443843278e-14
192750,2.09417287685e-14
193000,2.50824070672e-14
193250,2.45656925372e-14
193500,2.56816095356e-14
193750,2.65460010039e-14
194000,2.61633765857e-14
194250,2.47771028816e-14
194500,2.98020776881e-14
194750,3.0882370022e-14
195000,3.19368479351e-14
195250,3.12994910765e-14
195500,3.16959900782e-14
195750,3.54026319356e-14
196000,3.85189295931e-14
196250,4.20777833448e-14
196500,4.33697616888e-14
196750,4.67846724896e-14
197000,5.27154099704e-14
197250,5.52734690661e-14
197500,6.05284080076e-14
197750,6.82122899331e-14
198000,7.78121811151e-14
198250,8.86614381019e-14
198500,1.0162013672e-13
198750,1.26132335489e-13
199000,1.5661730389e-13
199250,2.10859299473e-13
199500,3.14305566998e-13
199750,6.31155914152e-13
200000,7.32524907268
200250,6.35305289054e-13
200500,3.2101181101e-13
200750,2.11022328735e-13
201000,1.63901672516e-13
201250,1.24852247864e-13
201500,1.03630328101e-13
201750,9.37046553568e-14
202000,7.83016951036e-14
202250,7.14656558957e-14
202500,6.59120901456e-14
202750,5.94346251371e-14
203000,5.3168085418e-14
203250,5.19698923212e-14
203500,4.73683077949e-14
203750,4.62017702858e-14
204000,4.16188510861e-14
204250,3.95721777257e-14
204500,4.1012074434e-14
204750,4.30320555963e-14
205000,4.36412991618e-14
205250,4.0038197785e-14
205500,3.58930121276e-14
205750,3.08692418226e-14
206000,2.7026561784e-14
206250,2.63721221307e-14
206500,2.88992511785e-14
206750,2.93829453866e-14
207000,2.63944461665e-14
207250,2.4400134413e-14
207500,2.35802157487e-14
207750,2.77005294527e-14
208000,2.42321551321e-14
208250,2.50210976578e-14
208500,2.39355704043e-14
208750,2.18299963953e-14
209000,2.18570538101e-14
209250,2.0986395314e-14
209500,2.02532472269e-14
209750,2.1582419317e-14
210000,2.24331740807e-14
210250,1.94299051304e-14
210500,2.03302028492e-14
210750,1.98119635786e-14
211000,1.93266818601e-14
211250,1.77099090206e-14
211500,1.72430902e-14
211750,2.4693588939e-14
212000,1.8716830499e-14
212250,1.12827446285e-14
212500,2.10218877167e-14
212750,1.57690938554e-14
213000,2.00352629277e-14
213250,1.89205384017e-14
213500,1.47053117898e-14
213750,1.40047655766e-14
214000,1.66751722888e-14
214250,1.53264046315e-14
214500,1.05335442725e-14
214750,2.02154060878e-14
215000,1.39393377417e-14
215250,1.73244510537e-14
215500,1.54207296327e-14
215750,1.17694754556e-14
216000,1.38682724615e-14
216250,1.16373671815e-14
216500,1.45055224978e-14
216750,1.3675878537e-14
217000,1.41979928685e-14
217250,1.37010650844e-14
217500,1.42684511714e-14
217750,1.16846097314e-14
218000,1.21561974477e-14
218250,1.33440238301e-14
218500,1.26159477703e-14
218750,1.33545004107e-14
219000,1.21941875254e-14
219250,1.01203375427e-14
219500,1.12130130465e-14
219750,1.2201665838e-14
220000,1.51028010309e-14
220250,1.37309571812e-14
220500,1.29704485654e-14
220750,1.34975742923e-14
221000,1.29480770517e-14
221250,1.30236141429e-14
221500,1.1849875298e-14
221750,1.21275822527e-14
222000,1.18415070994e-14
222250,1.34170288378e-14
222500,1.03423401927e-14
222750,1.0025655085e-14
223000,1.14204054762e-14
223250,1.03445019682e-14
223500,1.47832178058e-14
223750,8.4854155489e-15
224000,1.39658771256e-14
224250,8.08482485225e-15
224500,1.27087831067e-14
224750,1.56692268528e-14
225000,1.59664849413e-14
225250,1.49648675279e-14
225500,7.83816102099e-15
225750,1.53492289424e-14
226000,1.05090645333e-14
226250,1.30402102238e-14
226500,1.18063860975e-14
226750,1.251988342e-14
227000,1.22936901746e-14
227250,1.15778527976e-14
227500,1.19256962049e-14
227750,8.22990087791e-15
228000,1.12654461462e-14
228250,9.69323752361e-15
228500,1.27146000636e-14
228750,1.09135018659e-14
229000,9.21858150209e-15
229250,7.63590333978e-15
229500,6.55602293203e-15
229750,4.30892869303e-15
230000,7.52114900849e-15
230250,4.84935183844e-15
230500,7.83381324595e-15
230750,2.22576600447e-15
231000,1.78228414314e-14
231250,1.66456219012e-14
231500,2.85596886253e-15
231750,9.82932204276e-15
232000,3.90173054769e-15
232250,7.92429872281e-15
232500,4.76052689395e-15
232750,7.3745003164e-15
233000,9.32096886427e-15
233250,9.91485130186e-15
233500,6.94585495318e-15
233750,4.71402482579e-15
234000,4.90743012665e-15
234250,1.29816226058e-14
234500,1.72404053673e-14
234750,2.02931403271e-14
235000,1.50914229036e-14
235250,2.16118213143e-14
235500,8.71520386812e-15
235750,2.04205455015e-15
236000,6.81433141525e-15
236250,1.95598563796e-15
236500,1.19443679862e-14
236750,6.59668276602e-15
237000,5.80054898276e-15
237250,7.47395742283e-16
237500,4.60375026967e-15
237750,4.88879928546e-15
238000,6.94660632609e-15
238250,6.03795323792e-15
238500,5.22876086354e-15
238750,6.07098556902e-15
239000,6.67139672398e-15
239250,4.22939695338e-15
239500,4.84046639545e-15
239750,3.2941795013e-15
240000,2.78607363276e-15
240250,3.21192042766e-15
240500,4.83806990403e-15
240750,7.21713582464e-15
241000,4.43546639995e-15
241250,3.58932140048e-15
241500,7.68511888371e-15
241750,4.72530228343e-15
242000,5.33110627502e-15
242250,2.64643031457e-15
242500,5.03455190236e-15
242750,4.47789629779e-15
243000,9.83630136086e-15
243250,7.38861255803e-15
243500,1.58649961099e-15
243750,2.53693022911e-15
244000,3.27778977545e-16
244250,4.28452501983e-15
244500,4.05531734035e-15
244750,3.74230060529e-15
245000,6.29537321177e-15
245250,6.7275815278e-15
245500,5.64329886425e-15
245750,4.29787340046e-15
246000,4.50696975013e-15
246250,6.84180269435e-15
246500,8.12802906909e-15
246750,7.2388211443e-15
247000,6.81721906387e-15
247250,1.2797700664e-14
247500,1.54955334824e-14
247750,1.14098315243e-14
248000,1.65104226733e-14
248250,2.0350995473e-14
248500,2.72729827057e-14
248750,3.02061891542e-14
249000,4.27790667692e-14
249250,5.73202182629e-14
249500,9.10812483657e-14
249750,1.90667322462e-13
250000,1.8542312014
250250,2.07634100741e-13
250500,1.08678360483e-13
250750,7.97496270588e-14
251000,5.85567080342e-14
251250,5.00814360679e-14
251500,4.65758811305e-14
251750,3.87512866571e-14
252000,3.70108469891e-14
252250,2.9584703792e-14
252500,2.65069029681e-14
252750,2.93276107514e-14
253000,2.99970985074e-14
253250,2.68052138418e-14
253500,2.18357110101e-14
253750,2.10434077193e-14
254000,2.48406576224e-14
254250,2.37838996095e-14
254500,1.41489574398e-14
254750,1.35208810393e-14
255000,1.20264351067e-14
255250,1.72115490842e-14
255500,1.12849824885e-14
255750,1.54561428955e-14
256000,2.42950268448e-14
256250,2.74288475816e-14
256500,2.17741102585e-14
256750,1.37355527178e-14
257000,1.40070233193e-14
257250,1.29532499764e-14
257500,1.84113216227e-14
257750,1.056689545e-14
258000,1.18152565958e-14
258250,1.51169459166e-14
258500,1.18770210871e-14
258750,1.26362847534e-14
259000,1.03380843592e-14
259250,9.81016569869e-15
259500,1.4437909788e-14
259750,1.31234656175e-14
260000,1.50623463838e-14
260250,1.00804080279e-14
260500,1.63045832299e-14
260750,1.49432721749e-14
261000,1.12782756295e-14
261250,1.39046784975e-14
261500,1.24148288849e-14
261750,1.46416325347e-14
262000,1.59828492811e-14
262250,1.43142059728e-14
262500,1.87623921972e-14
262750,9.74839065975e-15
263000,1.63068119856e-14
263250,1.23128151397e-14
263500,2.17693284466e-14
263750,5.39104370943e-15
264000,1.13714811802e-14
264250,1.27581278032e-14
264500,4.93537725643e-15
264750,1.69100012633e-14
265000,1.25882576789e-14
265250,1.58497924351e-14
265500,9.67074384349e-15
265750,1.26872651398e-14
266000,1.31097719077e-14
266250,1.39466793732e-14
266500,1.29693697109e-14
266750,1.00535959396e-14
267000,1.06485730529e-14
267250,1.24648543873e-14
267500,1.20430753154e-14
267750,1.40867547771e-14
268000,1.05913369261e-14
268250,1.2342750539e-14
268500,1.00694736572e-14
268750,1.1991099009e-14
269000,1.18542246107e-14
